period,pnumber,nnumber
20200704173,6,6
20200704172,1,6
20200704171,9,1
20200704170,1,9
20200704169,6,1
20200704168,1,6
20200704167,7,1
20200704166,2,7
20200704165,2,2
20200704164,1,2
20200704163,1,1
20200704162,3,1
20200704161,6,3
20200704160,7,6
20200704159,0,7
20200704158,6,0
20200704157,7,6
20200704156,5,7
20200704155,4,5
20200704154,2,4
20200704153,7,2
20200704152,2,7
20200704151,7,2
20200704150,6,7
20200704149,3,6
20200704148,0,3
20200704147,8,0
20200704146,9,8
20200704145,3,9
20200704144,8,3
20200704143,5,8
20200704142,4,5
20200704141,7,4
20200704140,8,7
20200704139,9,8
20200704138,2,9
20200704137,9,2
20200704136,4,9
20200704135,4,4
20200704134,3,4
20200704133,4,3
20200704132,3,4
20200704131,8,3
20200704130,7,8
20200704129,4,7
20200704128,7,4
20200704127,1,7
20200704126,3,1
20200704125,0,3
20200704124,7,0
20200704123,4,7
20200704122,2,4
20200704121,2,2
20200704120,0,2
20200704119,2,0
20200704118,4,2
20200704117,3,4
20200704116,4,3
20200704115,9,4
20200704114,2,9
20200704113,8,2
20200704112,2,8
20200704111,8,2
20200704110,7,8
20200704109,6,7
20200704108,1,6
20200704107,3,1
20200704106,9,3
20200704105,7,9
20200704104,7,7
20200704103,2,7
20200704102,7,2
20200704101,7,7
20200704100,4,7
20200704099,7,4
20200704098,3,7
20200704097,9,3
20200704096,1,9
20200704095,6,1
20200704094,1,6
20200704093,2,1
20200704092,6,2
20200704091,2,6
20200704090,4,2
20200704089,2,4
20200704088,5,2
20200704087,4,5
20200704086,5,4
20200704085,8,5
20200704084,2,8
20200704083,9,2
20200704082,4,9
20200704081,1,4
20200704080,3,1
20200704079,0,3
20200704078,7,0
20200704077,9,7
20200704076,8,9
20200704075,1,8
20200704074,4,1
20200704073,0,4
20200704072,2,0
20200704071,3,2
20200704070,4,3
20200704069,2,4
20200704068,5,2
20200704067,5,5
20200704066,0,5
20200704065,2,0
20200704064,2,2
20200704063,2,2
20200704062,1,2
20200704061,3,1
20200704060,9,3
20200704059,4,9
20200704058,8,4
20200704057,7,8
20200704056,5,7
20200704055,5,5
20200704054,1,5
20200704053,1,1
20200704052,3,1
20200704051,7,3
20200704050,4,7
20200704049,7,4
20200704048,6,7
20200704047,5,6
20200704046,3,5
20200704045,5,3
20200704044,6,5
20200704043,5,6
20200704042,1,5
20200704041,2,1
20200704040,1,2
20200704039,8,1
20200704038,1,8
20200704037,6,1
20200704036,3,6
20200704035,4,3
20200704034,3,4
20200704033,7,3
20200704032,7,7
20200704031,0,7
20200704030,0,0
20200704029,7,0
20200704028,8,7
20200704027,3,8
20200704026,2,3
20200704025,2,2
20200704024,6,2
20200704023,0,6
20200704022,5,0
20200704021,9,5
20200704020,5,9
20200704019,4,5
20200704018,9,4
20200704017,1,9
20200704016,7,1
20200704015,1,7
20200704014,6,1
20200704013,8,6
20200704012,0,8
20200704011,8,0
20200704010,6,8
20200704009,5,6
20200704008,6,5
20200704007,0,6
20200704006,7,0
20200704005,7,7
20200704004,7,7
20200704003,6,7
20200704002,9,6
20200704001,4,9
20200703480,6,4
20200703479,4,6
20200703478,6,4
20200703477,1,6
20200703476,6,1
20200703475,8,6
20200703474,0,8
20200703473,3,0
20200703472,5,3
20200703471,8,5
20200703470,7,8
20200703469,1,7
20200703468,8,1
20200703467,0,8
20200703466,6,0
20200703465,5,6
20200703464,9,5
20200703463,7,9
20200703462,5,7
20200703461,1,5
20200703460,8,1
20200703459,9,8
20200703458,1,9
20200703457,5,1
20200703456,3,5
20200703455,3,3
20200703454,3,3
20200703453,5,3
20200703452,0,5
20200703451,4,0
20200703450,4,4
20200703449,6,4
20200703448,6,6
20200703447,5,6
20200703446,9,5
20200703445,1,9
20200703444,6,1
20200703443,1,6
20200703442,4,1
20200703441,3,4
20200703440,4,3
20200703439,0,4
20200703438,8,0
20200703437,0,8
20200703436,5,0
20200703435,9,5
20200703434,6,9
20200703433,9,6
20200703432,2,9
20200703431,3,2
20200703430,0,3
20200703429,7,0
20200703428,6,7
20200703427,5,6
20200703426,0,5
20200703425,5,0
20200703424,3,5
20200703423,0,3
20200703422,4,0
20200703421,5,4
20200703420,5,5
20200703419,6,5
20200703418,6,6
20200703417,2,6
20200703416,5,2
20200703415,2,5
20200703414,6,2
20200703413,4,6
20200703412,5,4
20200703411,7,5
20200703410,4,7
20200703409,9,4
20200703408,0,9
20200703407,4,0
20200703406,1,4
20200703405,9,1
20200703404,9,9
20200703403,1,9
20200703402,0,1
20200703401,7,0
20200703400,7,7
20200703399,2,7
20200703398,4,2
20200703397,9,4
20200703396,5,9
20200703395,7,5
20200703394,3,7
20200703393,6,3
20200703392,3,6
20200703391,8,3
20200703390,3,8
20200703389,8,3
20200703388,8,8
20200703387,9,8
20200703386,7,9
20200703385,5,7
20200703384,3,5
20200703383,7,3
20200703382,5,7
20200703381,4,5
20200703380,8,4
20200703379,0,8
20200703378,4,0
20200703377,3,4
20200703376,0,3
20200703375,8,0
20200703374,6,8
20200703373,2,6
20200703372,7,2
20200703371,8,7
20200703370,9,8
20200703369,5,9
20200703368,8,5
20200703367,9,8
20200703366,7,9
20200703365,6,7
20200703364,8,6
20200703363,2,8
20200703362,3,2
20200703361,6,3
20200703360,3,6
20200703359,4,3
20200703358,5,4
20200703357,1,5
20200703356,5,1
20200703355,9,5
20200703354,5,9
20200703353,8,5
20200703352,6,8
20200703351,5,6
20200703350,2,5
20200703349,8,2
20200703348,8,8
20200703347,7,8
20200703346,8,7
20200703345,3,8
20200703344,1,3
20200703343,2,1
20200703342,5,2
20200703341,2,5
20200703340,2,2
20200703339,6,2
20200703338,3,6
20200703337,6,3
20200703336,6,6
20200703335,6,6
20200703334,4,6
20200703333,5,4
20200703332,5,5
20200703331,6,5
20200703330,0,6
20200703329,4,0
20200703328,6,4
20200703327,7,6
20200703326,0,7
20200703325,8,0
20200703324,2,8
20200703323,6,2
20200703322,9,6
20200703321,1,9
20200703320,6,1
20200703319,2,6
20200703318,7,2
20200703317,7,7
20200703316,3,7
20200703315,6,3
20200703314,9,6
20200703313,2,9
20200703312,7,2
20200703311,0,7
20200703310,7,0
20200703309,2,7
20200703308,6,2
20200703307,7,6
20200703306,8,7
20200703305,3,8
20200703304,9,3
20200703303,1,9
20200703302,0,1
20200703301,4,0
20200703300,4,4
20200703299,4,4
20200703298,6,4
20200703297,9,6
20200703296,5,9
20200703295,4,5
20200703294,1,4
20200703293,3,1
20200703292,6,3
20200703291,7,6
20200703290,0,7
20200703289,0,0
20200703288,0,0
20200703287,9,0
20200703286,0,9
20200703285,8,0
20200703284,8,8
20200703283,6,8
20200703282,1,6
20200703281,7,1
20200703280,6,7
20200703279,5,6
20200703278,2,5
20200703277,4,2
20200703276,5,4
20200703275,9,5
20200703274,5,9
20200703273,6,5
20200703272,4,6
20200703271,4,4
20200703270,5,4
20200703269,5,5
20200703268,2,5
20200703267,1,2
20200703266,1,1
20200703265,9,1
20200703264,2,9
20200703263,8,2
20200703262,0,8
20200703261,6,0
20200703260,2,6
20200703259,9,2
20200703258,1,9
20200703257,6,1
20200703256,7,6
20200703255,2,7
20200703254,8,2
20200703253,3,8
20200703252,7,3
20200703251,6,7
20200703250,8,6
20200703249,0,8
20200703248,5,0
20200703247,6,5
20200703246,1,6
20200703245,8,1
20200703244,2,8
20200703243,2,2
20200703242,3,2
20200703241,5,3
20200703240,5,5
20200703239,5,5
20200703238,5,5
20200703237,3,5
20200703236,7,3
20200703235,4,7
20200703234,0,4
20200703233,3,0
20200703232,1,3
20200703231,7,1
20200703230,8,7
20200703229,2,8
20200703228,1,2
20200703227,2,1
20200703226,6,2
20200703225,2,6
20200703224,1,2
20200703223,4,1
20200703222,8,4
20200703221,0,8
20200703220,7,0
20200703219,8,7
20200703218,9,8
20200703217,1,9
20200703216,5,1
20200703215,4,5
20200703214,3,4
20200703213,2,3
20200703212,5,2
20200703211,6,5
20200703210,6,6
20200703209,8,6
20200703208,8,8
20200703207,9,8
20200703206,9,9
20200703205,3,9
20200703204,0,3
20200703203,1,0
20200703202,3,1
20200703201,0,3
20200703200,8,0
20200703199,7,8
20200703198,3,7
20200703197,1,3
20200703196,8,1
20200703195,3,8
20200703194,2,3
20200703193,1,2
20200703192,9,1
20200703191,6,9
20200703190,3,6
20200703189,5,3
20200703188,8,5
20200703187,7,8
20200703186,5,7
20200703185,4,5
20200703184,5,4
20200703183,3,5
20200703182,9,3
20200703181,8,9
20200703180,8,8
20200703179,6,8
20200703178,4,6
20200703177,8,4
20200703176,2,8
20200703175,9,2
20200703174,1,9
20200703173,9,1
20200703172,9,9
20200703171,0,9
20200703170,5,0
20200703169,9,5
20200703168,4,9
20200703167,8,4
20200703166,1,8
20200703165,1,1
20200703164,1,1
20200703163,6,1
20200703162,7,6
20200703161,6,7
20200703160,7,6
20200703159,8,7
20200703158,0,8
20200703157,8,0
20200703156,8,8
20200703155,9,8
20200703154,2,9
20200703153,6,2
20200703152,9,6
20200703151,1,9
20200703150,7,1
20200703149,0,7
20200703148,9,0
20200703147,0,9
20200703146,9,0
20200703145,8,9
20200703144,7,8
20200703143,2,7
20200703142,8,2
20200703141,7,8
20200703140,0,7
20200703139,3,0
20200703138,5,3
20200703137,9,5
20200703136,4,9
20200703135,4,4
20200703134,6,4
20200703133,8,6
20200703132,5,8
20200703131,7,5
20200703130,0,7
20200703129,0,0
20200703128,5,0
20200703127,6,5
20200703126,7,6
20200703125,7,7
20200703124,2,7
20200703123,0,2
20200703122,5,0
20200703121,5,5
20200703120,0,5
20200703119,8,0
20200703118,3,8
20200703117,1,3
20200703116,2,1
20200703115,5,2
20200703114,4,5
20200703113,7,4
20200703112,4,7
20200703111,8,4
20200703110,3,8
20200703109,9,3
20200703108,3,9
20200703107,9,3
20200703106,2,9
20200703105,0,2
20200703104,9,0
20200703103,1,9
20200703102,8,1
20200703101,9,8
20200703100,9,9
20200703099,9,9
20200703098,3,9
20200703097,8,3
20200703096,4,8
20200703095,4,4
20200703094,3,4
20200703093,1,3
20200703092,6,1
20200703091,4,6
20200703090,3,4
20200703089,0,3
20200703088,8,0
20200703087,6,8
20200703086,4,6
20200703085,9,4
20200703084,1,9
20200703083,4,1
20200703082,7,4
20200703081,8,7
20200703080,4,8
20200703079,6,4
20200703078,4,6
20200703077,4,4
20200703076,5,4
20200703075,7,5
20200703074,8,7
20200703073,1,8
20200703072,8,1
20200703071,6,8
20200703070,5,6
20200703069,3,5
20200703068,0,3
20200703067,2,0
20200703066,0,2
20200703065,3,0
20200703064,4,3
20200703063,9,4
20200703062,9,9
20200703061,4,9
20200703060,5,4
20200703059,3,5
20200703058,1,3
20200703057,8,1
20200703056,8,8
20200703055,5,8
20200703054,1,5
20200703053,8,1
20200703052,4,8
20200703051,3,4
20200703050,9,3
20200703049,6,9
20200703048,6,6
20200703047,1,6
20200703046,2,1
20200703045,3,2
20200703044,9,3
20200703043,6,9
20200703042,5,6
20200703041,0,5
20200703040,0,0
20200703039,2,0
20200703038,9,2
20200703037,7,9
20200703036,2,7
20200703035,3,2
20200703034,9,3
20200703033,9,9
20200703032,2,9
20200703031,2,2
20200703030,0,2
20200703029,2,0
20200703028,5,2
20200703027,5,5
20200703026,8,5
20200703025,4,8
20200703024,2,4
20200703023,7,2
20200703022,4,7
20200703021,8,4
20200703020,2,8
20200703019,3,2
20200703018,9,3
20200703017,2,9
20200703016,2,2
20200703015,7,2
20200703014,3,7
20200703013,4,3
20200703012,7,4
20200703011,3,7
20200703010,7,3
20200703009,7,7
20200703008,4,7
20200703007,6,4
20200703006,2,6
20200703005,7,2
20200703004,9,7
20200703003,7,9
20200703002,0,7
20200703001,6,0
20200702480,1,6
20200702479,6,1
20200702478,7,6
20200702477,4,7
20200702476,1,4
20200702475,7,1
20200702474,2,7
20200702473,3,2
20200702472,9,3
20200702471,5,9
20200702470,9,5
20200702469,7,9
20200702468,4,7
20200702467,1,4
20200702466,4,1
20200702465,6,4
20200702464,1,6
20200702463,2,1
20200702462,7,2
20200702461,9,7
20200702460,9,9
20200702459,3,9
20200702458,8,3
20200702457,5,8
20200702456,5,5
20200702455,1,5
20200702454,4,1
20200702453,2,4
20200702452,0,2
20200702451,9,0
20200702450,0,9
20200702449,4,0
20200702448,0,4
20200702447,2,0
20200702446,3,2
20200702445,5,3
20200702444,3,5
20200702443,3,3
20200702442,2,3
20200702441,2,2
20200702440,1,2
20200702439,0,1
20200702438,9,0
20200702437,5,9
20200702436,9,5
20200702435,8,9
20200702434,4,8
20200702433,6,4
20200702432,2,6
20200702431,5,2
20200702430,8,5
20200702429,3,8
20200702428,1,3
20200702427,2,1
20200702426,8,2
20200702425,9,8
20200702424,5,9
20200702423,4,5
20200702422,8,4
20200702421,4,8
20200702420,7,4
20200702419,6,7
20200702418,5,6
20200702417,3,5
20200702416,0,3
20200702415,5,0
20200702414,6,5
20200702413,5,6
20200702412,0,5
20200702411,2,0
20200702410,7,2
20200702409,3,7
20200702408,1,3
20200702407,5,1
20200702406,1,5
20200702405,1,1
20200702404,6,1
20200702403,9,6
20200702402,2,9
20200702401,9,2
20200702400,4,9
20200702399,2,4
20200702398,2,2
20200702397,2,2
20200702396,1,2
20200702395,9,1
20200702394,7,9
20200702393,9,7
20200702392,7,9
20200702391,9,7
20200702390,3,9
20200702389,4,3
20200702388,2,4
20200702387,5,2
20200702386,6,5
20200702385,3,6
20200702384,9,3
20200702383,3,9
20200702382,8,3
20200702381,3,8
20200702380,8,3
20200702379,7,8
20200702378,2,7
20200702377,3,2
20200702376,4,3
20200702375,7,4
20200702374,0,7
20200702373,5,0
20200702372,1,5
20200702371,0,1
20200702370,2,0
20200702369,6,2
20200702368,7,6
20200702367,7,7
20200702366,4,7
20200702365,9,4
20200702364,6,9
20200702363,5,6
20200702362,1,5
20200702361,8,1
20200702360,3,8
20200702359,2,3
20200702358,6,2
20200702357,7,6
20200702356,3,7
20200702355,6,3
20200702354,6,6
20200702353,4,6
20200702352,3,4
20200702351,7,3
20200702350,9,7
20200702349,0,9
20200702348,5,0
20200702347,0,5
20200702346,2,0
20200702345,7,2
20200702344,9,7
20200702343,0,9
20200702342,3,0
20200702341,6,3
20200702340,8,6
20200702339,4,8
20200702338,9,4
20200702337,3,9
20200702336,6,3
20200702335,9,6
20200702334,8,9
20200702333,0,8
20200702332,9,0
20200702331,7,9
20200702330,6,7
20200702329,2,6
20200702328,7,2
20200702327,2,7
20200702326,9,2
20200702325,1,9
20200702324,8,1
20200702323,1,8
20200702322,5,1
20200702321,8,5
20200702320,3,8
20200702319,5,3
20200702318,4,5
20200702317,3,4
20200702316,4,3
20200702315,2,4
20200702314,9,2
20200702313,2,9
20200702312,8,2
20200702311,5,8
20200702310,9,5
20200702309,1,9
20200702308,9,1
20200702307,8,9
20200702306,2,8
20200702305,8,2
20200702304,0,8
20200702303,9,0
20200702302,1,9
20200702301,8,1
20200702300,6,8
20200702299,4,6
20200702298,3,4
20200702297,8,3
20200702296,6,8
20200702295,3,6
20200702294,1,3
20200702293,8,1
20200702292,7,8
20200702291,1,7
20200702290,9,1
20200702289,3,9
20200702288,3,3
20200702287,8,3
20200702286,3,8
20200702285,5,3
20200702284,3,5
20200702283,5,3
20200702282,9,5
20200702281,9,9
20200702280,4,9
20200702279,9,4
20200702278,6,9
20200702277,2,6
20200702276,4,2
20200702275,8,4
20200702274,3,8
20200702273,2,3
20200702272,2,2
20200702271,9,2
20200702270,0,9
20200702269,2,0
20200702268,6,2
20200702267,4,6
20200702266,9,4
20200702265,9,9
20200702264,7,9
20200702263,1,7
20200702262,7,1
20200702261,9,7
20200702260,1,9
20200702259,5,1
20200702258,6,5
20200702257,2,6
20200702256,1,2
20200702255,6,1
20200702254,3,6
20200702253,2,3
20200702252,0,2
20200702251,8,0
20200702250,0,8
20200702249,5,0
20200702248,7,5
20200702247,0,7
20200702246,7,0
20200702245,9,7
20200702244,2,9
20200702243,1,2
20200702242,1,1
20200702241,7,1
20200702240,9,7
20200702239,6,9
20200702238,2,6
20200702237,8,2
20200702236,9,8
20200702235,1,9
20200702234,9,1
20200702233,6,9
20200702232,7,6
20200702231,6,7
20200702230,2,6
20200702229,6,2
20200702228,7,6
20200702227,4,7
20200702226,5,4
20200702225,5,5
20200702224,2,5
20200702223,8,2
20200702222,5,8
20200702221,0,5
20200702220,9,0
20200702219,8,9
20200702218,3,8
20200702217,8,3
20200702216,9,8
20200702215,1,9
20200702214,6,1
20200702213,8,6
20200702212,6,8
20200702211,1,6
20200702210,2,1
20200702209,4,2
20200702208,8,4
20200702207,9,8
20200702206,8,9
20200702205,5,8
20200702204,3,5
20200702203,2,3
20200702202,9,2
20200702201,6,9
20200702200,3,6
20200702199,4,3
20200702198,6,4
20200702197,6,6
20200702196,3,6
20200702195,5,3
20200702194,7,5
20200702193,5,7
20200702192,7,5
20200702191,9,7
20200702190,1,9
20200702189,7,1
20200702188,0,7
20200702187,7,0
20200702186,7,7
20200702185,4,7
20200702184,4,4
20200702183,8,4
20200702182,3,8
20200702181,5,3
20200702180,5,5
20200702179,0,5
20200702178,3,0
20200702177,5,3
20200702176,1,5
20200702175,8,1
20200702174,9,8
20200702173,8,9
20200702172,6,8
20200702171,4,6
20200702170,1,4
20200702169,2,1
20200702168,6,2
20200702167,4,6
20200702166,6,4
20200702165,1,6
20200702164,2,1
20200702163,4,2
20200702162,2,4
20200702161,4,2
20200702160,3,4
20200702159,2,3
20200702158,6,2
20200702157,4,6
20200702156,2,4
20200702155,0,2
20200702154,6,0
20200702153,1,6
20200702152,4,1
20200702151,5,4
20200702150,9,5
20200702149,4,9
20200702148,3,4
20200702147,3,3
20200702146,9,3
20200702145,0,9
20200702144,2,0
20200702143,4,2
20200702142,1,4
20200702141,4,1
20200702140,5,4
20200702139,1,5
20200702138,3,1
20200702137,3,3
20200702136,9,3
20200702135,1,9
20200702134,6,1
20200702133,2,6
20200702132,3,2
20200702131,1,3
20200702130,5,1
20200702129,7,5
20200702128,7,7
20200702127,4,7
20200702126,7,4
20200702125,5,7
20200702124,1,5
20200702123,2,1
20200702122,0,2
20200702121,0,0
20200702120,0,0
20200702119,8,0
20200702118,6,8
20200702117,6,6
20200702116,8,6
20200702115,9,8
20200702114,1,9
20200702113,9,1
20200702112,5,9
20200702111,0,5
20200702110,6,0
20200702109,8,6
20200702108,9,8
20200702107,1,9
20200702106,0,1
20200702105,1,0
20200702104,7,1
20200702103,7,7
20200702102,7,7
20200702101,4,7
20200702100,4,4
20200702099,9,4
20200702098,8,9
20200702097,3,8
20200702096,5,3
20200702095,5,5
20200702094,3,5
20200702093,9,3
20200702092,1,9
20200702091,0,1
20200702090,0,0
20200702089,4,0
20200702088,6,4
20200702087,7,6
20200702086,9,7
20200702085,6,9
20200702084,2,6
20200702083,4,2
20200702082,7,4
20200702081,6,7
20200702080,6,6
20200702079,0,6
20200702078,1,0
20200702077,5,1
20200702076,9,5
20200702075,5,9
20200702074,2,5
20200702073,4,2
20200702072,5,4
20200702071,5,5
20200702070,7,5
20200702069,2,7
20200702068,1,2
20200702067,8,1
20200702066,4,8
20200702065,7,4
20200702064,5,7
20200702063,6,5
20200702062,8,6
20200702061,6,8
20200702060,3,6
20200702059,2,3
20200702058,5,2
20200702057,2,5
20200702056,4,2
20200702055,0,4
20200702054,3,0
20200702053,5,3
20200702052,3,5
20200702051,1,3
20200702050,9,1
20200702049,2,9
20200702048,1,2
20200702047,9,1
20200702046,5,9
20200702045,8,5
20200702044,9,8
20200702043,8,9
20200702042,3,8
20200702041,2,3
20200702040,5,2
20200702039,4,5
20200702038,9,4
20200702037,2,9
20200702036,8,2
20200702035,8,8
20200702034,5,8
20200702033,9,5
20200702032,3,9
20200702031,3,3
20200702030,4,3
20200702029,2,4
20200702028,4,2
20200702027,2,4
20200702026,9,2
20200702025,8,9
20200702024,7,8
20200702023,5,7
20200702022,9,5
20200702021,5,9
20200702020,7,5
20200702019,8,7
20200702018,0,8
20200702017,7,0
20200702016,3,7
20200702015,5,3
20200702014,1,5
20200702013,6,1
20200702012,9,6
20200702011,1,9
20200702010,4,1
20200702009,2,4
20200702008,4,2
20200702007,3,4
20200702006,0,3
20200702005,1,0
20200702004,9,1
20200702003,6,9
20200702002,4,6
20200702001,1,4
20200701480,1,1
20200701479,6,1
20200701478,2,6
20200701477,0,2
20200701476,3,0
20200701475,3,3
20200701474,1,3
20200701473,1,1
20200701472,5,1
20200701471,1,5
20200701470,4,1
20200701469,4,4
20200701468,2,4
20200701467,5,2
20200701466,4,5
20200701465,4,4
20200701464,2,4
20200701463,2,2
20200701462,4,2
20200701461,7,4
20200701460,3,7
20200701459,1,3
20200701458,3,1
20200701457,0,3
20200701456,6,0
20200701455,0,6
20200701454,1,0
20200701453,8,1
20200701452,0,8
20200701451,2,0
20200701450,5,2
20200701449,7,5
20200701448,2,7
20200701447,2,2
20200701446,6,2
20200701445,9,6
20200701444,1,9
20200701443,4,1
20200701442,9,4
20200701441,5,9
20200701440,2,5
20200701439,7,2
20200701438,9,7
20200701437,3,9
20200701436,1,3
20200701435,1,1
20200701434,8,1
20200701433,6,8
20200701432,5,6
20200701431,3,5
20200701430,8,3
20200701429,7,8
20200701428,7,7
20200701427,8,7
20200701426,0,8
20200701425,3,0
20200701424,4,3
20200701423,5,4
20200701422,2,5
20200701421,3,2
20200701420,4,3
20200701419,7,4
20200701418,1,7
20200701417,6,1
20200701416,5,6
20200701415,7,5
20200701414,3,7
20200701413,2,3
20200701412,6,2
20200701411,2,6
20200701410,0,2
20200701409,7,0
20200701408,5,7
20200701407,4,5
20200701406,9,4
20200701405,6,9
20200701404,9,6
20200701403,6,9
20200701402,6,6
20200701401,9,6
20200701400,8,9
20200701399,0,8
20200701398,6,0
20200701397,4,6
20200701396,4,4
20200701395,8,4
20200701394,6,8
20200701393,2,6
20200701392,0,2
20200701391,3,0
20200701390,8,3
20200701389,7,8
20200701388,7,7
20200701387,7,7
20200701386,3,7
20200701385,4,3
20200701384,4,4
20200701383,1,4
20200701382,6,1
20200701381,4,6
20200701380,5,4
20200701379,8,5
20200701378,9,8
20200701377,7,9
20200701376,5,7
20200701375,9,5
20200701374,8,9
20200701373,6,8
20200701372,3,6
20200701371,5,3
20200701370,3,5
20200701369,9,3
20200701368,0,9
20200701367,4,0
20200701366,4,4
20200701365,4,4
20200701364,8,4
20200701363,7,8
20200701362,7,7
20200701361,9,7
20200701360,7,9
20200701359,9,7
20200701358,0,9
20200701357,7,0
20200701356,4,7
20200701355,6,4
